file,correct-label,pred-label,certainty_real,certainty_fake,gt,wavegrad,diffwave,parallel wave gan,wavernn,wavenet,melgan
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/PanicAtTheDisco-WhatCouldHaveBeenfromARCANE-CoverAIMusicVideo_sep.mp3,Fake,Fake,0.45715373615054816,0.5428462582430467,0.5185503653767507,0.4800985520744759,0.0002737841192736841,0.00026556752011576743,0.00027033985123982627,0.00027292595200816114,0.0002684747346808518
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/FrankSinatra-FlyMeToTheMoon(YukineAiCover)_sep.mp3,Fake,Fake,0.37649096852813574,0.6235090246732903,0.6239548942095199,0.37525739991805396,0.00015950806374576132,0.00015518480392352608,0.000160348114800652,0.0001568961875430356,0.00015576958063926818
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-TheHills(A.I.Cover)_sep.mp3,Fake,Fake,0.3340322590350017,0.6659677343169068,0.6553858824344598,0.343877091550754,0.00014953241096385192,0.00014466826000067648,0.00014727001187636162,0.0001501333669973694,0.000145412580370528
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/NeverSmileatACrocodile-Kida(AICover)_sep.mp3,Fake,Fake,0.4901649808153403,0.5098350173473591,0.505547391648967,0.4939428491993264,0.00010328778250065321,0.00010091717062247578,0.0001031386563530153,0.0001020493931415937,0.00010037044060974646
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-Friends⧸aicover_sep.mp3,Fake,Fake,0.22043822495741586,0.7795617727973092,0.7409982901888582,0.25818631074770226,0.0001656367088192686,0.00015809553555942222,0.0001649797342871156,0.00016507938521410288,0.00016160046081994568
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/Throughthestorms-COVERSONGBYAI_sep.mp3,Fake,Fake,0.3835247595144632,0.6164752434330095,0.6168244352297845,0.382731946825338,8.992064190684554e-05,8.817218831221154e-05,8.928518197380316e-05,8.900785059733784e-05,8.724100748151347e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-NothingElseMatters(AICover)_sep.mp3,Fake,Fake,0.3796336304546963,0.6203663638450153,0.6115315996367523,0.3866716674817629,0.0003633004937259759,0.00035033443494272533,0.00036260044033029873,0.00036555151384492195,0.0003549468856937842
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-Diamonds(AiCover)#aicover#theweeknd#shorts#short_sep.mp3,Fake,Real,0.5005708332173526,0.49942921921319794,0.4985420538796461,0.5014441400999203,2.742979518188804e-06,2.712504453938891e-06,2.8297149583522696e-06,2.804080736495962e-06,2.671652339358843e-06
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/WhenYou'reinLoveWithaBeautifulWomanbyDrHook(AICover)_sep.mp3,Fake,Fake,0.1304776910562666,0.8695222994802689,0.8566987302875606,0.1417660813981579,0.0003114051811846022,0.0002959747463088157,0.00030999460612882694,0.000313297831909851,0.00030451226728694784
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/ArianaGrande-KINGS-(BikiniAiCover)_sep.mp3,Fake,Fake,0.3303252387449094,0.6696747633366613,0.6707585994164724,0.32836248894131537,0.00017908947990134846,0.0001767947771971497,0.00017587012374001965,0.00017444596906746786,0.00017271623675646372
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/LETMELOVEYOU-JustinBieber-CoverSONG_sep.mp3,Fake,Fake,0.4469351933197995,0.5530648154812263,0.5453941786534346,0.45367037998248805,0.00018998361940917539,0.00018419038885122922,0.0001879446368989965,0.0001882342284012716,0.00018509153694637616
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/AiSongXXXTentacion-MarvinsRoom(DrakeCover)_sep.mp3,Fake,Fake,0.43836084744798426,0.56163915087036,0.5590750690065761,0.44050107201019273,8.627319882066331e-05,8.531207284363518e-05,8.503057574387185e-05,8.35889803425971e-05,8.364714537663076e-05
