file,correct-label,pred-label,certainty_real,certainty_fake,gt,wavegrad,diffwave,parallel wave gan,wavernn,wavenet,melgan
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/PanicAtTheDisco-WhatCouldHaveBeenfromARCANE-CoverAIMusicVideo_sep.mp3,Fake,Fake,0.2904139148931091,0.709586079698056,0.7090623861966798,0.29029240627558184,0.00012915929864203252,0.00013148082887955054,0.0001306389804959998,0.00012061743473168463,0.0001332936673267026
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/FrankSinatra-FlyMeToTheMoon(YukineAiCover)_sep.mp3,Fake,Fake,0.317956044131683,0.6820439541091522,0.6745611561669244,0.3244250173577004,0.00019875799603141786,0.00020465211067251707,0.00019677880401205685,0.0002036355701117524,0.0002100059606391369
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-TheHills(A.I.Cover)_sep.mp3,Fake,Fake,0.08690095922121635,0.9130990382713767,0.9100904252666694,0.08907649486970443,0.00015787593642576563,0.00017850998546446834,0.0001729057228028698,0.0001502416797708205,0.00017355015699230044
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/NeverSmileatACrocodile-Kida(AICover)_sep.mp3,Fake,Fake,0.2136923495059212,0.7863076470792294,0.7826539469261964,0.21606443114578724,0.0002523203165765153,0.0002639212344850724,0.00025211024052017214,0.00024853365296924795,0.0002647389270957016
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-Friends⧸aicover_sep.mp3,Fake,Fake,0.10168225194017093,0.898317749739862,0.8957576859815448,0.10346525849080553,0.00015018100229919547,0.00016495542661901068,0.00015820984383614866,0.00013741926921944004,0.00016628253234004804
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/Throughthestorms-COVERSONGBYAI_sep.mp3,Fake,Fake,0.21871578525297525,0.7812842196080743,0.7775492597280479,0.22152452375285508,0.00018363605935208885,0.0001921519412751034,0.00018443888793848512,0.0001733025327467192,0.0001926929248617032
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-NothingElseMatters(AICover)_sep.mp3,Fake,Fake,0.20728167307873566,0.7927183250586192,0.7910653392059935,0.20780204203393723,0.00022097928952765264,0.00023965055667455695,0.00022356839266043002,0.00021128823209437542,0.00023713176631443074
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-Diamonds(AiCover)#aicover#theweeknd#shorts#short_sep.mp3,Fake,Fake,0.48525097966194153,0.5147490091621876,0.5086824856698513,0.4911072961986065,4.193281438347185e-05,4.2214412133034784e-05,4.369121234049089e-05,4.0337422433367465e-05,4.206210815027589e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/WhenYou'reinLoveWithaBeautifulWomanbyDrHook(AICover)_sep.mp3,Fake,Fake,0.09801841854445033,0.9019815881510038,0.898965993644418,0.10027944724503401,0.00014141031528738126,0.00016346297854545047,0.00015556821735289477,0.0001353596310002251,0.0001587491614053441
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/ArianaGrande-KINGS-(BikiniAiCover)_sep.mp3,Fake,Fake,0.20579914040863515,0.7942008515612946,0.7939351767301559,0.20513626978629165,0.00018662378257027336,0.0001906869166103004,0.00018751019995559342,0.00017276825034665913,0.00019095696501002143
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/LETMELOVEYOU-JustinBieber-CoverSONG_sep.mp3,Fake,Fake,0.2691618139451405,0.7308381851059649,0.735002456162617,0.2635807250889967,0.0002968343663458242,0.00028640220752661335,0.0002755858694279527,0.00025977696618010324,0.0002982157149298868
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/AiSongXXXTentacion-MarvinsRoom(DrakeCover)_sep.mp3,Fake,Fake,0.14258665554225444,0.8574133560061454,0.8551691047847271,0.14404315673746168,0.0001531700307623396,0.0001662044540353236,0.0001595612161054305,0.0001458134294807678,0.0001629787787578607
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/BrunoMars-LockedOutOfHeaven-COVERSONGThisARGENTINIANGirlHasAnINCREDIBLEVoice_sep.mp3,Fake,Fake,0.2715010022511706,0.72849899661378,0.73007636226248,0.2687580655911006,0.00024043984302579702,0.00023939849890552978,0.00022970530093857633,0.0002150331455226251,0.00024099520669551566
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-NievesDeEnero(AICOVER)_sep.mp3,Fake,Fake,0.23960207817408274,0.7603979282573147,0.7615685346272757,0.23782893414345552,0.00011543549143820167,0.0001249391112513928,0.0001223494807661309,0.00011405083531363348,0.0001257614714872171
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TzancaUraganu-MoreThan100(AICover)_sep.mp3,Fake,Fake,0.17705928699837792,0.822940717416781,0.8243958163592551,0.17415905392004383,0.00029692269614585074,0.00030032450797955754,0.0002849628679002678,0.0002682812371656635,0.0002946327683983125
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/AiSongFrankSinatra-Creep(RadioHeadCover)_sep.mp3,Fake,Fake,0.040861060310687335,0.9591389440354847,0.9555785471484775,0.04353651723691395,0.0001696134774344197,0.00018925302235099176,0.0001829059344475224,0.00016004736313507672,0.00018310129373622615
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/ArianaGrande-WhoSays⧸AIcover(SelenaGomez)_sep.mp3,Fake,Fake,0.263292501331307,0.7367074913733328,0.7408273534383625,0.25829168296574306,0.0001760113447630829,0.00018088887903407644,0.0001794789209081197,0.00016238091177456226,0.00018219979252383686
"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/LetItSnow(BrainrotEdition)Ohio,Ohio,OhioAIParodycover(lyricsbynotjewboi)-Discobre(144p,h264,youtube)_sep.mp3",Fake,Fake,0.12665797545550725,0.8733420323771544,0.8744681500471555,0.12445913976392685,0.00021184435806786403,0.00022290535623771854,0.00022022881276848822,0.00019833990982312034,0.00021940006018457308
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-RocketMan(AIcover)_sep.mp3,Fake,Fake,0.26963679096948956,0.7303632038564961,0.7314272066003379,0.2680224645192976,0.00010766131697016169,0.00011313541137586768,0.0001123755984938018,0.00010218324857226963,0.00011497285563395794
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/Beyonce-HumanNature[AICover]-MichaelJackson_sep.mp3,Fake,Fake,0.4082265824192401,0.591773418653192,0.5917670418028579,0.4077113749402942,0.00010560574401097256,0.00010728269285898546,0.00010421274000140274,9.823112544505751e-05,0.00010623397210193534
