file,correct-label,pred-label,certainty_real,certainty_fake,gt,wavegrad,diffwave,parallel wave gan,wavernn,wavenet,melgan
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/PanicAtTheDisco-WhatCouldHaveBeenfromARCANE-CoverAIMusicVideo_sep.mp3,Fake,Fake,0.319676517867125,0.6803234804135102,0.6703236581614385,0.3294875819522601,1.765624364826233e-05,3.8705780824262076e-05,2.2289822854605088e-05,1.851023614194083e-05,9.159309613201353e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/FrankSinatra-FlyMeToTheMoon(YukineAiCover)_sep.mp3,Fake,Fake,0.3299340282877286,0.6700659630199274,0.6495636171764798,0.3502628571457333,1.23473064558905e-05,3.570507364890495e-05,1.3851263842568073e-05,2.2795560627662957e-05,8.881567552205322e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-TheHills(A.I.Cover)_sep.mp3,Fake,Fake,0.2067508505514035,0.7932491485889142,0.7555707406539184,0.24428562848613813,9.919741269907963e-06,3.0081661588081504e-05,2.262644724710255e-05,1.1670541687645543e-05,6.934521559287532e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/NeverSmileatACrocodile-Kida(AICover)_sep.mp3,Fake,Fake,0.27926080574591955,0.7207392056783041,0.6972734073797862,0.30253984133402506,1.4152290310676107e-05,3.7402902127799585e-05,2.11086805447754e-05,1.9909709600796077e-05,9.416488918153239e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-Friends⧸aicover_sep.mp3,Fake,Fake,0.22046631779156478,0.7795336798709982,0.7531345293802374,0.24669141220111473,1.1953767440507933e-05,3.197601650992742e-05,4.1357915726931136e-05,9.89012324286513e-06,7.888528557932837e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/Throughthestorms-COVERSONGBYAI_sep.mp3,Fake,Fake,0.2853349458153655,0.7146650523674197,0.689727940210482,0.3101358700816224,9.3755649510424e-06,2.893052033167495e-05,1.3681050094864377e-05,1.4516582444427025e-05,6.968474346050665e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-NothingElseMatters(AICover)_sep.mp3,Fake,Fake,0.27200239565637374,0.7279975944095187,0.7004176163011127,0.29938966731230415,1.6847016103030103e-05,4.0339214481516845e-05,2.5941169986115002e-05,1.7359679632831002e-05,9.22198615070455e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-Diamonds(AiCover)#aicover#theweeknd#shorts#short_sep.mp3,Fake,Fake,0.4577685818076134,0.542231447994709,0.5436158627271652,0.4562588036060333,1.4001192539581098e-05,2.1399389879661612e-05,1.561144586048613e-05,9.441575002711033e-06,6.487234895757865e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/WhenYou'reinLoveWithaBeautifulWomanbyDrHook(AICover)_sep.mp3,Fake,Fake,0.18437968637492205,0.8156203128196098,0.7661119216197246,0.233726558653084,7.125624985771562e-06,3.847727785378575e-05,3.0004427719324815e-05,1.120056875250255e-05,7.470470695438594e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/ArianaGrande-KINGS-(BikiniAiCover)_sep.mp3,Fake,Fake,0.3509412083360884,0.6490587951408492,0.646571848458714,0.3533102697796292,1.2607744598527562e-05,2.1872356662318755e-05,1.2388448815019931e-05,1.1563299774605993e-05,5.944574826975845e-05
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/LETMELOVEYOU-JustinBieber-CoverSONG_sep.mp3,Fake,Fake,0.30531739345136677,0.6946826065486332,0.6870274060177353,0.3128075821782058,1.4283900358530548e-05,2.9988559677302067e-05,1.9544251548206016e-05,1.6783207442472303e-05,8.441495999318679e-05
