file,correct-label,pred-label,certainty_real,certainty_fake,gt,wavegrad,diffwave,parallel wave gan,wavernn,wavenet,melgan
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/PanicAtTheDisco-WhatCouldHaveBeenfromARCANE-CoverAIMusicVideo_sep.mp3,Fake,Real,0.5393558648916391,0.46064413224275297,0.44397467066301033,0.5369832923886582,1.2007264331233571e-20,2.7001519426196596e-23,7.037113542602173e-22,3.325438971208077e-16,0.019042040307734164
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/FrankSinatra-FlyMeToTheMoon(YukineAiCover)_sep.mp3,Fake,Real,0.5145698479480214,0.48543015287982094,0.4870189138584667,0.5129810788979133,2.824553874473027e-29,2.5562180752823474e-38,1.1696246774498299e-38,1.0102954848709647e-34,1.1345267327141453e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-TheHills(A.I.Cover)_sep.mp3,Fake,Real,0.5665689552059541,0.43343104880589706,0.4236708782040156,0.5763291206497413,4.739809390636855e-29,5.34692674616968e-38,2.2541868635991702e-38,2.1072164059696356e-34,2.0190250253818877e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/NeverSmileatACrocodile-Kida(AICover)_sep.mp3,Fake,Real,0.5405816147724788,0.45941838721434275,0.4527029385169347,0.5472970565160116,4.674441199781237e-29,4.094704226790442e-38,1.8272869803853747e-38,1.6120575434867257e-34,1.6101895816352075e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TaylorSwift-Friends⧸aicover_sep.mp3,Fake,Real,0.5665320169691946,0.4334679841995239,0.42375734740612553,0.5762426473346411,4.733039591498115e-29,5.346596172464443e-38,2.2538267683608555e-38,2.109691988896615e-34,2.0193355129118145e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/Throughthestorms-COVERSONGBYAI_sep.mp3,Fake,Real,0.5442707087935471,0.4557292926602247,0.4469001533054724,0.5530998430600981,4.317438695838862e-29,4.183197995917101e-38,1.9306343725343968e-38,1.6129093518485836e-34,1.6540673891370044e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-NothingElseMatters(AICover)_sep.mp3,Fake,Real,0.5456830236646865,0.45431697699758744,0.4461581614282396,0.5538418425454034,5.6990921565851e-29,4.003991086624467e-38,2.2508326470870373e-38,1.5952608793892898e-34,1.771780069572428e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/TheWeeknd-Diamonds(AiCover)#aicover#theweeknd#shorts#short_sep.mp3,Fake,Real,0.5480784177780151,0.45192162692546844,0.4349640905857086,0.5650359094142914,2.475592796719097e-29,2.7261765563782945e-38,1.1946823306942872e-38,1.1062731662269982e-34,1.2459290543720414e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/WhenYou'reinLoveWithaBeautifulWomanbyDrHook(AICover)_sep.mp3,Fake,Real,0.5688041980202133,0.4311958092290002,0.42123959273905365,0.5787604096773509,4.842153131827486e-29,5.460002278426884e-38,2.305660945666578e-38,2.1514036354809916e-34,2.0603712617409945e-11
/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake-isolated/ArianaGrande-KINGS-(BikiniAiCover)_sep.mp3,Fake,Real,0.5565148539013333,0.44348514676094053,0.4378792689906226,0.5621207392878003,5.344112284422184e-29,4.762473183148161e-38,2.1934282032622478e-38,1.8929165752075041e-34,1.9212009424445627e-11
