model,file,correct-label,pred-label,certainty
whisper_specrnet,Fake,Fake,0.000648466229904443
rawgat,Fake,Fake,0.13734941482543944
xlsr,Fake,Fake,0.0005148628726601601
vocoder,Fake,Real,0.8570412272321326
whisper_specrnet,Fake,Fake,0.018568141385912895
rawgat,Fake,Real,0.08353290557861329
xlsr,Fake,Fake,0.00037922170013189317
vocoder,Fake,Real,0.8858963427317823
whisper_specrnet,Fake,Fake,0.12405019998550415
rawgat,Fake,Real,0.3195445969700813
xlsr,Fake,Fake,0.00048000868409872057
vocoder,Fake,Real,0.9425923414893254
whisper_specrnet,Fake,Fake,0.0004440948832780123
rawgat,Fake,Real,0.033944439888000486
xlsr,Fake,Fake,0.0007984189689159393
vocoder,Fake,Real,0.7962880326825118
whisper_specrnet,Fake,Fake,0.016102489084005356
rawgat,Fake,Real,0.45
xlsr,Fake,Fake,0.00040770456194877625
vocoder,Fake,Real,0.9348652437329292
whisper_specrnet,Fake,Fake,0.00023608423362020403
rawgat,Fake,Real,0.027312469482421876
xlsr,Fake,Fake,0.0003556850552558899
vocoder,Fake,Real,0.8943646639585495
whisper_specrnet,Fake,Fake,1.4215569535735995e-05
rawgat,Fake,Real,0.45
xlsr,Fake,Fake,0.0004826296120882034
vocoder,Fake,Real,0.7657795220814023
whisper_specrnet,Fake,Fake,0.015089493244886398
rawgat,Fake,Real,0.41984584331512453
xlsr,Fake,Fake,0.0004614551365375519
vocoder,Fake,Fake,0.6477708552813377
whisper_specrnet,Fake,Fake,0.035170651972293854
rawgat,Fake,Fake,0.45
xlsr,Fake,Fake,0.00040886156260967256
vocoder,Fake,Real,0.9953209925920535
whisper_specrnet,Fake,Fake,0.18119759857654572
rawgat,Fake,Real,0.1669020652770996
xlsr,Fake,Fake,0.0006188985332846641
vocoder,Fake,Real,0.8660770310928265
whisper_specrnet,Fake,Fake,0.0050117988139390945
rawgat,Fake,Fake,0.018386983871459962
xlsr,Fake,Fake,0.0005145469680428505
vocoder,Fake,Real,0.6138355483843309
whisper_specrnet,Fake,Fake,0.0003709059674292803
rawgat,Fake,Real,0.45
xlsr,Fake,Fake,0.0005474033951759339
vocoder,Fake,Real,0.9854072100715712
whisper_specrnet,Fake,Fake,0.00014998034748714417
rawgat,Fake,Fake,0.45
