model,file,correct-label,pred-label,certainty
whisper_specrnet,Fake,Real,0.9999377727508545
rawgat,Fake,Fake,0.19707388877868653
xlsr,Fake,Fake,0.00038055874407291415
vocoder,Fake,Real,0.9672120597627428
whisper_specrnet,Fake,Real,0.9779431819915771
rawgat,Fake,Fake,0.0072577476501464845
xlsr,Fake,Fake,0.0004226070269942284
vocoder,Fake,Real,0.8939705257614453
whisper_specrnet,Fake,Real,0.9903843402862549
rawgat,Fake,Fake,0.11853089332580566
xlsr,Fake,Fake,0.000711774155497551
vocoder,Fake,Real,0.9705331921577454
whisper_specrnet,Fake,Real,0.9996318817138672
rawgat,Fake,Fake,0.3841968059539795
xlsr,Fake,Fake,0.0005743617936968804
vocoder,Fake,Real,0.9374966747833021
whisper_specrnet,Fake,Real,0.9780901670455933
rawgat,Fake,Fake,0.08935539722442627
xlsr,Fake,Fake,0.0006281588971614837
vocoder,Fake,Real,0.9796483350607256
whisper_specrnet,Fake,Real,0.9142940640449524
rawgat,Fake,Real,0.20385530591011047
xlsr,Fake,Fake,0.0005138766393065452
vocoder,Fake,Real,0.9488188353451815
whisper_specrnet,Fake,Real,0.9999936819076538
rawgat,Fake,Fake,0.22357959747314454
xlsr,Fake,Fake,0.0006365897506475449
vocoder,Fake,Fake,0.8655143804904722
whisper_specrnet,Fake,Real,0.995487630367279
rawgat,Fake,Real,0.29643251448869706
xlsr,Fake,Fake,0.0007754591852426529
vocoder,Fake,Real,0.8837088515181137
whisper_specrnet,Fake,Real,0.9878326654434204
rawgat,Fake,Fake,0.07011616230010986
xlsr,Fake,Fake,0.0004832032322883606
vocoder,Fake,Real,0.5227587869978442
whisper_specrnet,Fake,Real,0.9931797981262207
rawgat,Fake,Fake,0.16400752067565919
xlsr,Fake,Fake,0.000526391789317131
vocoder,Fake,Real,0.9757224154913834
whisper_specrnet,Fake,Real,0.9998970031738281
rawgat,Fake,Fake,0.3491766929626465
xlsr,Fake,Fake,0.0004996335878968239
vocoder,Fake,Fake,0.6457140722373996
whisper_specrnet,Fake,Real,0.9999946355819702
rawgat,Fake,Real,0.3254527747631073
xlsr,Fake,Fake,0.0005563423410058022
vocoder,Fake,Fake,0.7379551997801173
whisper_specrnet,Fake,Real,0.6913469433784485
rawgat,Fake,Real,0.11564183235168457
xlsr,Fake,Fake,0.0008029425889253617
vocoder,Fake,Real,0.8835540359604969
whisper_specrnet,Fake,Real,0.999795138835907
rawgat,Fake,Real,0.00015931129455566407
xlsr,Fake,Fake,0.0005481245368719101
vocoder,Fake,Real,0.9787592494487762
whisper_specrnet,Fake,Real,0.9999991655349731
rawgat,Fake,Fake,0.06501061916351318
xlsr,Fake,Fake,0.0005404014140367508
vocoder,Fake,Fake,0.9927654535997481
whisper_specrnet,Fake,Real,0.9998898506164551
rawgat,Fake,Fake,0.05215449333190918
xlsr,Fake,Fake,0.0005898621305823326
vocoder,Fake,Real,0.6933534005390746
whisper_specrnet,Fake,Real,0.959999144077301
rawgat,Fake,Real,0.1941300630569458
xlsr,Fake,Fake,0.0008876395225524903
vocoder,Fake,Real,0.9573128547865984
whisper_specrnet,Fake,Real,0.7305636405944824
rawgat,Fake,Fake,0.12482638359069824
xlsr,Fake,Fake,0.0007965786010026932
vocoder,Fake,Real,0.8089949564180441
whisper_specrnet,Fake,Real,0.9998981952667236
rawgat,Fake,Fake,0.27431650161743165
xlsr,Fake,Fake,0.000518091581761837
vocoder,Fake,Real,0.9716946890902758
whisper_specrnet,Fake,Real,0.9990229606628418
rawgat,Fake,Real,0.093300199508667
xlsr,Fake,Fake,0.0005707796290516853
vocoder,Fake,Real,0.7367439052394155
whisper_specrnet,Fake,Real,0.999504566192627
rawgat,Fake,Fake,0.23381567001342773
xlsr,Fake,Fake,0.0006569973379373551
vocoder,Fake,Real,0.9464215297842972
whisper_specrnet,Fake,Real,0.6837253570556641
rawgat,Fake,Fake,0.1678027629852295
xlsr,Fake,Fake,0.0004318945109844208
vocoder,Fake,Real,0.8080559444096354
whisper_specrnet,Real,Fake,0.002219300949946046
rawgat,Real,Real,0.02632899284362793
xlsr,Real,Fake,0.0003968857601284981
vocoder,Real,Real,0.9696699501503081
whisper_specrnet,Real,Fake,2.3865757725616277e-07
rawgat,Real,Fake,0.13679442405700684
xlsr,Real,Fake,0.00033930782228708267
vocoder,Real,Real,0.8970051370499557
whisper_specrnet,Real,Fake,0.00014770474808756262
rawgat,Real,Real,0.4134111762046814
xlsr,Real,Fake,0.00038998622447252275
vocoder,Real,Real,0.9999188363552094
whisper_specrnet,Real,Fake,0.00018635365995578468
rawgat,Real,Fake,0.24950900077819824
xlsr,Real,Fake,0.00025477783754467964
vocoder,Real,Real,0.9996184880916889
whisper_specrnet,Real,Fake,2.360768348808051e-06
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0003979695588350296
vocoder,Real,Real,0.9997405384977659
whisper_specrnet,Real,Fake,0.0526566281914711
rawgat,Real,Real,0.037330031394958496
xlsr,Real,Fake,0.0005282893776893616
vocoder,Real,Real,0.8564297487580916
whisper_specrnet,Real,Fake,0.2631871700286865
rawgat,Real,Fake,0.45
xlsr,Real,Fake,0.0003246752917766571
vocoder,Real,Real,0.921233408358476
whisper_specrnet,Real,Fake,0.1959560066461563
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.00045148063451051713
vocoder,Real,Real,0.9998135368029276
whisper_specrnet,Real,Fake,0.0003838406119029969
rawgat,Real,Real,0.2942126259207726
xlsr,Real,Fake,0.0005791206285357476
vocoder,Real,Real,0.9940052362712654
whisper_specrnet,Real,Fake,1.569200662743242e-06
rawgat,Real,Fake,0.15873522758483888
xlsr,Real,Fake,0.00041097149252891543
vocoder,Real,Real,0.8020601469775369
whisper_specrnet,Real,Fake,2.4738188585615717e-05
rawgat,Real,Real,0.27680863738059996
xlsr,Real,Fake,0.00040335118770599363
vocoder,Real,Real,0.8723671452954729
whisper_specrnet,Real,Fake,0.004088316112756729
rawgat,Real,Real,0.18317923545837403
xlsr,Real,Fake,0.0004110458493232727
vocoder,Real,Real,0.5030052184769496
whisper_specrnet,Real,Fake,0.03894459456205368
rawgat,Real,Real,0.13615777492523193
xlsr,Real,Fake,0.00029312919825315477
vocoder,Real,Real,0.9826708385499857
whisper_specrnet,Real,Fake,0.08000429719686508
rawgat,Real,Real,0.09788601398468018
xlsr,Real,Fake,0.0002784312143921852
vocoder,Real,Real,0.995645025680805
whisper_specrnet,Real,Fake,1.3733506420976482e-06
rawgat,Real,Fake,0.07535083293914795
xlsr,Real,Fake,0.00042310409247875213
